Date,Race,Location,Distance,Course
22/12/2016,6,Happy Valley, 2200M ,Class 3 
22/12/2016,7,Happy Valley, 1200M ,Class 3 
22/12/2016,8,Happy Valley, 1200M ,Class 2 
27/12/2016,1,Sha Tin, 1200M ,Class 5 
27/12/2016,2,Sha Tin, 1600M ,Class 5 
27/12/2016,4,Sha Tin, 1200M ,Class 4 
27/12/2016,5,Sha Tin, 1200M ,Class 3 
27/12/2016,6,Sha Tin, 1800M ,Class 4 
27/12/2016,7,Sha Tin, 1650M ,Class 4 
27/12/2016,8,Sha Tin, 1000M ,Class 3 
27/12/2016,9,Sha Tin, 2000M ,Class 2 
27/12/2016,10,Sha Tin, 1650M ,Class 3 
27/12/2016,11,Sha Tin, 1400M ,Class 2 
01/01/2017,1,Sha Tin, 2000M ,Class 5 
01/01/2017,2,Sha Tin, 1000M ,Class 4 
01/01/2017,3,Sha Tin, 1400M ,Class 5 
01/01/2017,4,Sha Tin, 1600M ,Class 4 
01/01/2017,5,Sha Tin, 1200M ,Class 4 
01/01/2017,6,Sha Tin, 1200M ,Class 3 
01/01/2017,7,Sha Tin, 1400M ,Class 4 
01/01/2017,9,Sha Tin, 1600M ,Class 3 
01/01/2017,10,Sha Tin, 1400M ,Class 3 
01/01/2017,11,Sha Tin, 1200M ,Class 2 
04/01/2017,1,Happy Valley, 1200M ,Class 5 
04/01/2017,2,Happy Valley, 1200M ,Class 4 
04/01/2017,3,Happy Valley, 1200M ,Class 4 
04/01/2017,4,Happy Valley, 1650M ,Class 4 
04/01/2017,5,Happy Valley, 1800M ,Class 3 
04/01/2017,6,Happy Valley, 1200M ,Class 3 
04/01/2017,8,Happy Valley, 1650M ,Class 3 
08/01/2017,1,Sha Tin, 1600M ,Class 5 
08/01/2017,2,Sha Tin, 1400M ,Class 4 
08/01/2017,4,Sha Tin, 1200M ,Class 4 
08/01/2017,5,Sha Tin, 1800M ,Class 4 
08/01/2017,6,Sha Tin, 1400M ,Class 3 
08/01/2017,7,Sha Tin, 1400M ,Class 4 
08/01/2017,8,Sha Tin, 1400M ,Class 3 
08/01/2017,9,Sha Tin, 1200M ,Class 3 
08/01/2017,10,Sha Tin, 1600M ,Class 2 
11/01/2017,1,Happy Valley, 1650M ,Class 5 
11/01/2017,2,Happy Valley, 1000M ,Class 4 
11/01/2017,3,Happy Valley, 1200M ,Class 4 
11/01/2017,7,Happy Valley, 1650M ,Class 2 
11/01/2017,8,Happy Valley, 1200M ,Class 2 
14/01/2017,1,Sha Tin, 1200M ,Class 5 
14/01/2017,2,Sha Tin, 1200M ,Class 4 
14/01/2017,3,Sha Tin, 1200M ,Class 4 
14/01/2017,4,Sha Tin, 1600M ,Class 4 
14/01/2017,5,Sha Tin, 1200M ,Class 3 
14/01/2017,6,Sha Tin, 1400M ,Class 4 
14/01/2017,7,Sha Tin, 1200M ,Class 3 
14/01/2017,8,Sha Tin, 1400M ,Class 3 
14/01/2017,9,Sha Tin, 1800M ,Class 3 
14/01/2017,10,Sha Tin, 1400M ,Class 2 
18/01/2017,1,Sha Tin, 1200M ,Class 5 
18/01/2017,2,Sha Tin, 1800M ,Class 5 
18/01/2017,3,Sha Tin, 1200M ,Class 1 
18/01/2017,4,Sha Tin, 1200M ,Class 4 
18/01/2017,5,Sha Tin, 1200M ,Class 4 
18/01/2017,6,Sha Tin, 1650M ,Class 3 
18/01/2017,7,Sha Tin, 1800M ,Class 4 
18/01/2017,8,Sha Tin, 1200M ,Class 3 
22/01/2017,1,Sha Tin, 1000M ,Class 4 
22/01/2017,2,Sha Tin, 1400M ,Class 4 
22/01/2017,3,Sha Tin, 1400M ,Class 5 
22/01/2017,4,Sha Tin, 1200M ,Class 4 
22/01/2017,5,Sha Tin, 1400M ,Class 4 
22/01/2017,6,Sha Tin, 1000M ,Class 3 
22/01/2017,7,Sha Tin, 1800M ,Class 2 
22/01/2017,8,Sha Tin, 1200M ,Class 2 
22/01/2017,10,Sha Tin, 1400M ,Class 3 
25/01/2017,1,Happy Valley, 1000M ,Class 5 
25/01/2017,2,Happy Valley, 1650M ,Class 5 
25/01/2017,3,Happy Valley, 2200M ,Class 3 
25/01/2017,4,Happy Valley, 1200M ,Class 4 
25/01/2017,5,Happy Valley, 1650M ,Class 4 
25/01/2017,6,Happy Valley, 1200M ,Class 4 
25/01/2017,7,Happy Valley, 1650M ,Class 3 
25/01/2017,8,Happy Valley, 1200M ,Class 3 
25/01/2017,9,Happy Valley, 1650M ,Class 2 
30/01/2017,1,Sha Tin, 1200M ,Class 5 
30/01/2017,2,Sha Tin, 1600M ,Class 4 
30/01/2017,3,Sha Tin, 2000M ,Class 4 
30/01/2017,5,Sha Tin, 1200M ,Class 4 
30/01/2017,6,Sha Tin, 1000M ,Class 2 
30/01/2017,7,Sha Tin, 1400M ,Class 3 
30/01/2017,8,Sha Tin, 1400M ,Class 1 
30/01/2017,10,Sha Tin, 1200M ,Class 3 
30/01/2017,11,Sha Tin, 1600M ,Class 3 
02/02/2017,1,Happy Valley, 1000M ,Class 4 
02/02/2017,2,Happy Valley, 2200M ,Class 5 
02/02/2017,3,Happy Valley, 1650M ,Class 4 
02/02/2017,4,Happy Valley, 1650M ,Class 4 
02/02/2017,5,Happy Valley, 1200M ,Class 4 
02/02/2017,6,Happy Valley, 1000M ,Class 3 
02/02/2017,7,Happy Valley, 1200M ,Class 3 
02/02/2017,8,Happy Valley, 1650M ,Class 3 
05/02/2017,1,Sha Tin, 1400M ,Class 5 
05/02/2017,2,Sha Tin, 1000M ,Class 4 
05/02/2017,3,Sha Tin, 1200M ,Class 4 
05/02/2017,4,Sha Tin, 1400M ,Class 4 
05/02/2017,5,Sha Tin, 1800M ,Class 3 
05/02/2017,6,Sha Tin, 1400M ,Class 4 
05/02/2017,8,Sha Tin, 1400M ,Class 2 
05/02/2017,9,Sha Tin, 1200M ,Class 3 
05/02/2017,10,Sha Tin, 1200M ,Class 3 
08/02/2017,1,Happy Valley, 1650M ,Class 5 
08/02/2017,2,Happy Valley, 1200M ,Class 5 
08/02/2017,3,Happy Valley, 1200M ,Class 4 
08/02/2017,4,Happy Valley, 1200M ,Class 4 
08/02/2017,5,Happy Valley, 2200M ,Class 4 
08/02/2017,6,Happy Valley, 1200M ,Class 3 
08/02/2017,7,Happy Valley, 1650M ,Class 3 
08/02/2017,8,Happy Valley, 1200M ,Class 3 
11/02/2017,1,Sha Tin, 1650M ,Class 4 
11/02/2017,2,Sha Tin, 1800M ,Class 5 
11/02/2017,3,Sha Tin, 1200M ,Class 4 
11/02/2017,4,Sha Tin, 1650M ,Class 3 
11/02/2017,5,Sha Tin, 1000M ,Class 3 
11/02/2017,6,Sha Tin, 1600M ,Class 4 
11/02/2017,7,Sha Tin, 1600M ,Class 2 
11/02/2017,8,Sha Tin, 1200M ,Class 2 
11/02/2017,9,Sha Tin, 1400M ,Class 3 
11/02/2017,10,Sha Tin, 1400M ,Class 3 
15/02/2017,1,Happy Valley, 1000M ,Class 4 
15/02/2017,2,Happy Valley, 1650M ,Class 4 
15/02/2017,3,Happy Valley, 1650M ,Class 3 
15/02/2017,4,Happy Valley, 1200M ,Class 4 
15/02/2017,5,Happy Valley, 1200M ,Class 3 
15/02/2017,6,Happy Valley, 1200M ,Class 1 
15/02/2017,7,Happy Valley, 1650M ,Class 1 
15/02/2017,8,Happy Valley, 1800M ,Class 3 
19/02/2017,1,Sha Tin, 1200M ,Class 5 
19/02/2017,2,Sha Tin, 1200M ,Class 3 
19/02/2017,3,Sha Tin, 1400M ,Class 4 
19/02/2017,4,Sha Tin, 1200M ,Class 3 
19/02/2017,5,Sha Tin, 1200M ,Class 4 
19/02/2017,6,Sha Tin, 1800M ,Class 4 
19/02/2017,7,Sha Tin, 2000M ,Class 2 
19/02/2017,9,Sha Tin, 1400M ,Class 2 
19/02/2017,10,Sha Tin, 1400M ,Class 3 
22/02/2017,1,Happy Valley, 1650M ,Class 5 
22/02/2017,2,Happy Valley, 1650M ,Class 4 
22/02/2017,3,Happy Valley, 1200M ,Class 4 
22/02/2017,4,Happy Valley, 1650M ,Class 4 
22/02/2017,5,Happy Valley, 1000M ,Class 2 
22/02/2017,6,Happy Valley, 1200M ,Class 4 
22/02/2017,7,Happy Valley, 1200M ,Class 3 
22/02/2017,8,Happy Valley, 1650M ,Class 3 
26/02/2017,1,Sha Tin, 1000M ,Class 4 
26/02/2017,2,Sha Tin, 1400M ,Class 5 
26/02/2017,4,Sha Tin, 1400M ,Class 4 
26/02/2017,5,Sha Tin, 1000M ,Class 3 
26/02/2017,6,Sha Tin, 1200M ,Class 4 
26/02/2017,8,Sha Tin, 1600M ,Class 3 
26/02/2017,9,Sha Tin, 2000M ,Class 3 
26/02/2017,10,Sha Tin, 1600M ,Class 2 
01/03/2017,1,Sha Tin, 1800M ,Class 5 
01/03/2017,2,Sha Tin, 1650M ,Class 4 
01/03/2017,3,Sha Tin, 1200M ,Class 4 
01/03/2017,4,Sha Tin, 1800M ,Class 4 
01/03/2017,5,Sha Tin, 1200M ,Class 4 
01/03/2017,6,Sha Tin, 1650M ,Class 3 
01/03/2017,7,Sha Tin, 1200M ,Class 3 
01/03/2017,8,Sha Tin, 1200M ,Class 2 
05/03/2017,1,Sha Tin, 1200M ,Class 4 
05/03/2017,2,Sha Tin, 1600M ,Class 5 
05/03/2017,3,Sha Tin, 1000M ,Class 1 
05/03/2017,4,Sha Tin, 1200M ,Class 5 
05/03/2017,5,Sha Tin, 1200M ,Class 4 
05/03/2017,6,Sha Tin, 1400M ,Class 4 
05/03/2017,7,Sha Tin, 1400M ,Class 1 
05/03/2017,8,Sha Tin, 1200M ,Class 3 
05/03/2017,9,Sha Tin, 1400M ,Class 3 
05/03/2017,10,Sha Tin, 1400M ,Class 3 
05/03/2017,11,Sha Tin, 1800M ,Class 2 
08/03/2017,1,Happy Valley, 1000M ,Class 5 
08/03/2017,2,Happy Valley, 1000M ,Class 4 
08/03/2017,3,Happy Valley, 1650M ,Class 4 
08/03/2017,4,Happy Valley, 1650M ,Class 4 
08/03/2017,5,Happy Valley, 1200M ,Class 4 
08/03/2017,6,Happy Valley, 1200M ,Class 3 
08/03/2017,7,Happy Valley, 1800M ,Class 3 
08/03/2017,8,Happy Valley, 1200M ,Class 3 
12/03/2017,1,Sha Tin, 1650M ,Class 5 
12/03/2017,2,Sha Tin, 1200M ,Class 4 
12/03/2017,3,Sha Tin, 1400M ,Class 4 
12/03/2017,4,Sha Tin, 1400M ,Class 4 
12/03/2017,5,Sha Tin, 2200M ,Class 4 
12/03/2017,6,Sha Tin, 1200M ,Class 3 
12/03/2017,7,Sha Tin, 1000M ,Class 3 
12/03/2017,8,Sha Tin, 1650M ,Class 2 
12/03/2017,9,Sha Tin, 1600M ,Class 3 
12/03/2017,10,Sha Tin, 1400M ,Class 3 
15/03/2017,1,Happy Valley, 1200M ,Class 4 
15/03/2017,2,Happy Valley, 1800M ,Class 5 
15/03/2017,3,Happy Valley, 1200M ,Class 4 
15/03/2017,4,Happy Valley, 1650M ,Class 4 
15/03/2017,5,Happy Valley, 1000M ,Class 3 
15/03/2017,6,Happy Valley, 1200M ,Class 3 
15/03/2017,7,Happy Valley, 1650M ,Class 3 
15/03/2017,8,Happy Valley, 1200M ,Class 2 
19/03/2017,1,Sha Tin, 1200M ,Class 4 
19/03/2017,2,Sha Tin, 1400M ,Class 5 
19/03/2017,3,Sha Tin, 1400M ,Class 1 
19/03/2017,4,Sha Tin, 1000M ,Class 4 
19/03/2017,5,Sha Tin, 1600M ,Class 4 
19/03/2017,6,Sha Tin, 1400M ,Class 4 
19/03/2017,7,Sha Tin, 2000M ,Class 3 
19/03/2017,9,Sha Tin, 1200M ,Class 3 
19/03/2017,10,Sha Tin, 1400M ,Class 2 
22/03/2017,1,Happy Valley, 1650M ,Class 5 
22/03/2017,2,Happy Valley, 1000M ,Class 4 
22/03/2017,3,Happy Valley, 1200M ,Class 4 
22/03/2017,4,Happy Valley, 1800M ,Class 4 
22/03/2017,5,Happy Valley, 1200M ,Class 3 
22/03/2017,6,Happy Valley, 1200M ,Class 3 
22/03/2017,7,Happy Valley, 1800M ,Class 1 
22/03/2017,8,Happy Valley, 1650M ,Class 3 
26/03/2017,1,Sha Tin, 2000M ,Class 5 
26/03/2017,2,Sha Tin, 1600M ,Class 4 
26/03/2017,3,Sha Tin, 1000M ,Class 3 
26/03/2017,4,Sha Tin, 1200M ,Class 4 
26/03/2017,5,Sha Tin, 1200M ,Class 3 
26/03/2017,6,Sha Tin, 1200M ,Class 4 
26/03/2017,7,Sha Tin, 1200M ,Class 2 
26/03/2017,8,Sha Tin, 1600M ,Class 2 
26/03/2017,9,Sha Tin, 1400M ,Class 3 
26/03/2017,10,Sha Tin, 1600M ,Class 3 
29/03/2017,1,Happy Valley, 1650M ,Class 5 
29/03/2017,4,Happy Valley, 1650M ,Class 4 
29/03/2017,5,Happy Valley, 1200M ,Class 4 
29/03/2017,6,Happy Valley, 1000M ,Class 3 
29/03/2017,7,Happy Valley, 1650M ,Class 3 
29/03/2017,8,Happy Valley, 1200M ,Class 3 
02/04/2017,1,Sha Tin, 1200M ,Class 4 
02/04/2017,2,Sha Tin, 1400M ,Class 5 
02/04/2017,3,Sha Tin, 1200M ,Class 4 
02/04/2017,4,Sha Tin, 1400M ,Class 4 
02/04/2017,5,Sha Tin, 1200M ,Class 3 
02/04/2017,6,Sha Tin, 1400M ,Class 4 
02/04/2017,7,Sha Tin, 1400M ,Class 3 
02/04/2017,8,Sha Tin, 1200M ,Class 3 
02/04/2017,9,Sha Tin, 1400M ,Class 2 
02/04/2017,10,Sha Tin, 1800M ,Class 3 
05/04/2017,1,Sha Tin, 1200M ,Class 5 
05/04/2017,2,Sha Tin, 1800M ,Class 4 
05/04/2017,3,Sha Tin, 1650M ,Class 4 
05/04/2017,4,Sha Tin, 1650M ,Class 5 
05/04/2017,5,Sha Tin, 1200M ,Class 4 
05/04/2017,6,Sha Tin, 1200M ,Class 3 
05/04/2017,7,Sha Tin, 1200M ,Class 2 
05/04/2017,8,Sha Tin, 1650M ,Class 3 
09/04/2017,1,Sha Tin, 1000M ,Class 4 
09/04/2017,2,Sha Tin, 1400M ,Class 4 
09/04/2017,3,Sha Tin, 1800M ,Class 5 
09/04/2017,4,Sha Tin, 1200M ,Class 3 
09/04/2017,5,Sha Tin, 1000M ,Class 3 
09/04/2017,6,Sha Tin, 1600M ,Class 4 
09/04/2017,9,Sha Tin, 2200M ,Class 2 
09/04/2017,10,Sha Tin, 1400M ,Class 3 
12/04/2017,1,Happy Valley, 1000M ,Class 5 
12/04/2017,2,Happy Valley, 1200M ,Class 4 
12/04/2017,3,Happy Valley, 1650M ,Class 4 
12/04/2017,4,Happy Valley, 1200M ,Class 4 
12/04/2017,5,Happy Valley, 1200M ,Class 3 
12/04/2017,6,Happy Valley, 2200M ,Class 3 
12/04/2017,7,Happy Valley, 1200M ,Class 3 
12/04/2017,8,Happy Valley, 1650M ,Class 2 
17/04/2017,2,Sha Tin, 1400M ,Class 5 
17/04/2017,3,Sha Tin, 1800M ,Class 4 
17/04/2017,4,Sha Tin, 1200M ,Class 4 
17/04/2017,5,Sha Tin, 1400M ,Class 4 
17/04/2017,6,Sha Tin, 1200M ,Class 3 
17/04/2017,7,Sha Tin, 1200M ,Class 3 
17/04/2017,8,Sha Tin, 1200M ,Class 2 
17/04/2017,9,Sha Tin, 1600M ,Class 3 
17/04/2017,10,Sha Tin, 1400M ,Class 3 
20/04/2017,1,Happy Valley, 2200M ,Class 5 
20/04/2017,2,Happy Valley, 1650M ,Class 5 
20/04/2017,3,Happy Valley, 1200M ,Class 4 
20/04/2017,4,Happy Valley, 1000M ,Class 4 
20/04/2017,5,Happy Valley, 1650M ,Class 4 
20/04/2017,6,Happy Valley, 1000M ,Class 3 
20/04/2017,7,Happy Valley, 1200M ,Class 3 
20/04/2017,8,Happy Valley, 1650M ,Class 3 
23/04/2017,1,Sha Tin, 1200M ,Class 5 
23/04/2017,2,Sha Tin, 1000M ,Class 4 
23/04/2017,3,Sha Tin, 1650M ,Class 4 
23/04/2017,4,Sha Tin, 1650M ,Class 4 
23/04/2017,5,Sha Tin, 1400M ,Class 1 
23/04/2017,6,Sha Tin, 1200M ,Class 4 
23/04/2017,7,Sha Tin, 1000M ,Class 3 
23/04/2017,8,Sha Tin, 1200M ,Class 3 
23/04/2017,9,Sha Tin, 1800M ,Class 3 
23/04/2017,10,Sha Tin, 1400M ,Class 2 
26/04/2017,1,Happy Valley, 1650M ,Class 5 
26/04/2017,2,Happy Valley, 2200M ,Class 4 
26/04/2017,3,Happy Valley, 1200M ,Class 4 
26/04/2017,4,Happy Valley, 1200M ,Class 4 
26/04/2017,5,Happy Valley, 1650M ,Class 4 
26/04/2017,6,Happy Valley, 1650M ,Class 3 
26/04/2017,7,Happy Valley, 1200M ,Class 3 
26/04/2017,8,Happy Valley, 1200M ,Class 2 
30/04/2017,1,Sha Tin, 1400M ,Class 5 
30/04/2017,2,Sha Tin, 1200M ,Class 4 
30/04/2017,3,Sha Tin, 1400M ,Class 4 
30/04/2017,4,Sha Tin, 1400M ,Class 4 
30/04/2017,5,Sha Tin, 1600M ,Class 3 
30/04/2017,7,Sha Tin, 1400M ,Class 3 
30/04/2017,9,Sha Tin, 1200M ,Class 3 
30/04/2017,10,Sha Tin, 1600M ,Class 2 
03/05/2017,1,Happy Valley, 1200M ,Class 4 
03/05/2017,2,Happy Valley, 1800M ,Class 5 
03/05/2017,3,Happy Valley, 1200M ,Class 5 
03/05/2017,4,Happy Valley, 1000M ,Class 4 
03/05/2017,5,Happy Valley, 1650M ,Class 4 
03/05/2017,6,Happy Valley, 1000M ,Class 3 
03/05/2017,7,Happy Valley, 1200M ,Class 3 
03/05/2017,8,Happy Valley, 1650M ,Class 3 
07/05/2017,1,Sha Tin, 1600M ,Class 5 
07/05/2017,2,Sha Tin, 2000M ,Class 3 
07/05/2017,3,Sha Tin, 1200M ,Class 4 
07/05/2017,4,Sha Tin, 1600M ,Class 4 
07/05/2017,5,Sha Tin, 2000M ,Class 4 
07/05/2017,6,Sha Tin, 1000M ,Class 2 
07/05/2017,9,Sha Tin, 1200M ,Class 3 
07/05/2017,10,Sha Tin, 1400M ,Class 2 
10/05/2017,1,Happy Valley, 1000M ,Class 5 
10/05/2017,2,Happy Valley, 1200M ,Class 4 
10/05/2017,3,Happy Valley, 1200M ,Class 4 
10/05/2017,4,Happy Valley, 1650M ,Class 3 
10/05/2017,5,Happy Valley, 1650M ,Class 4 
10/05/2017,6,Happy Valley, 1200M ,Class 3 
10/05/2017,7,Happy Valley, 1800M ,Class 2 
10/05/2017,8,Happy Valley, 1200M ,Class 3 
13/05/2017,2,Sha Tin, 1400M ,Class 4 
13/05/2017,3,Sha Tin, 1400M ,Class 1 
13/05/2017,4,Sha Tin, 1650M ,Class 4 
13/05/2017,5,Sha Tin, 1000M ,Class 4 
13/05/2017,6,Sha Tin, 1400M ,Class 4 
13/05/2017,7,Sha Tin, 1000M ,Class 3 
13/05/2017,8,Sha Tin, 1650M ,Class 3 
13/05/2017,9,Sha Tin, 1400M ,Class 3 
13/05/2017,10,Sha Tin, 1400M ,Class 3 
17/05/2017,1,Happy Valley, 1000M ,Class 4 
17/05/2017,2,Happy Valley, 2200M ,Class 5 
17/05/2017,3,Happy Valley, 1800M ,Class 3 
17/05/2017,4,Happy Valley, 1650M ,Class 4 
17/05/2017,5,Happy Valley, 1200M ,Class 3 
17/05/2017,6,Happy Valley, 1200M ,Class 4 
17/05/2017,7,Happy Valley, 1200M ,Class 2 
17/05/2017,8,Happy Valley, 1200M ,Class 3 
21/05/2017,1,Sha Tin, 1200M ,Class 4 
21/05/2017,2,Sha Tin, 1200M ,Class 5 
21/05/2017,3,Sha Tin, 1200M ,Class 4 
21/05/2017,4,Sha Tin, 1800M ,Class 4 
21/05/2017,5,Sha Tin, 1400M ,Class 3 
21/05/2017,6,Sha Tin, 1400M ,Class 4 
21/05/2017,7,Sha Tin, 1200M ,Class 3 
21/05/2017,8,Sha Tin, 1200M ,Class 3 
21/05/2017,9,Sha Tin, 1600M ,Class 3 
21/05/2017,10,Sha Tin, 1600M ,Class 2 
24/05/2017,1,Happy Valley, 1650M ,Class 5 
24/05/2017,2,Happy Valley, 1200M ,Class 4 
24/05/2017,3,Happy Valley, 1200M ,Class 4 
24/05/2017,4,Happy Valley, 1650M ,Class 4 
24/05/2017,5,Happy Valley, 1650M ,Class 3 
24/05/2017,6,Happy Valley, 1650M ,Class 3 
24/05/2017,7,Happy Valley, 1000M ,Class 3 
24/05/2017,8,Happy Valley, 1200M ,Class 3 
28/05/2017,1,Sha Tin, 2000M ,Class 3 
28/05/2017,2,Sha Tin, 1000M ,Class 4 
28/05/2017,3,Sha Tin, 1600M ,Class 4 
28/05/2017,4,Sha Tin, 1400M ,Class 3 
28/05/2017,5,Sha Tin, 1400M ,Class 2 
28/05/2017,6,Sha Tin, 1400M ,Class 4 
28/05/2017,9,Sha Tin, 1400M ,Class 3 
28/05/2017,10,Sha Tin, 1200M ,Class 2 
31/05/2017,1,Sha Tin, 1800M ,Class 4 
31/05/2017,2,Sha Tin, 1800M ,Class 5 
31/05/2017,3,Sha Tin, 1200M ,Class 4 
31/05/2017,4,Sha Tin, 1650M ,Class 4 
31/05/2017,5,Sha Tin, 1200M ,Class 4 
31/05/2017,6,Sha Tin, 1200M ,Class 3 
31/05/2017,7,Sha Tin, 1650M ,Class 2 
31/05/2017,8,Sha Tin, 1650M ,Class 3 
04/06/2017,2,Sha Tin, 1200M ,Class 4 
04/06/2017,3,Sha Tin, 1400M ,Class 5 
04/06/2017,4,Sha Tin, 1200M ,Class 4 
04/06/2017,5,Sha Tin, 2000M ,Class 2 
04/06/2017,6,Sha Tin, 1400M ,Class 4 
04/06/2017,8,Sha Tin, 1200M ,Class 3 
04/06/2017,9,Sha Tin, 1000M ,Class 3 
04/06/2017,10,Sha Tin, 1400M ,Class 3 
07/06/2017,1,Happy Valley, 1650M ,Class 5 
07/06/2017,2,Happy Valley, 1200M ,Class 5 
07/06/2017,3,Happy Valley, 1200M ,Class 4 
07/06/2017,4,Happy Valley, 1650M ,Class 4 
07/06/2017,5,Happy Valley, 1800M ,Class 3 
07/06/2017,6,Happy Valley, 1200M ,Class 3 
07/06/2017,7,Happy Valley, 1200M ,Class 3 
07/06/2017,8,Happy Valley, 1200M ,Class 2 
11/06/2017,1,Sha Tin, 1000M ,Class 4 
11/06/2017,2,Sha Tin, 1200M ,Class 5 
11/06/2017,3,Sha Tin, 1200M ,Class 4 
11/06/2017,4,Sha Tin, 2200M ,Class 4 
11/06/2017,5,Sha Tin, 1600M ,Class 4 
11/06/2017,6,Sha Tin, 1200M ,Class 3 
11/06/2017,7,Sha Tin, 1400M ,Class 2 
11/06/2017,10,Sha Tin, 1600M ,Class 3 
14/06/2017,1,Happy Valley, 1650M ,Class 4 
14/06/2017,2,Happy Valley, 1650M ,Class 4 
14/06/2017,3,Happy Valley, 1200M ,Class 4 
14/06/2017,4,Happy Valley, 1000M ,Class 3 
14/06/2017,5,Happy Valley, 1200M ,Class 4 
14/06/2017,6,Happy Valley, 1650M ,Class 3 
14/06/2017,7,Happy Valley, 1800M ,Class 2 
14/06/2017,8,Happy Valley, 1200M ,Class 3 
18/06/2017,2,Sha Tin, 1800M ,Class 5 
18/06/2017,3,Sha Tin, 1400M ,Class 4 
18/06/2017,4,Sha Tin, 1650M ,Class 4 
18/06/2017,5,Sha Tin, 1200M ,Class 4 
18/06/2017,6,Sha Tin, 1800M ,Class 3 
18/06/2017,7,Sha Tin, 1650M ,Class 3 
18/06/2017,8,Sha Tin, 1200M ,Class 3 
18/06/2017,9,Sha Tin, 1600M ,Class 2 
18/06/2017,10,Sha Tin, 1200M ,Class 2 
21/06/2017,1,Happy Valley, 1000M ,Class 5 
21/06/2017,2,Happy Valley, 1650M ,Class 5 
21/06/2017,3,Happy Valley, 1200M ,Class 4 
21/06/2017,4,Happy Valley, 1800M ,Class 4 
21/06/2017,5,Happy Valley, 1200M ,Class 3 
21/06/2017,6,Happy Valley, 1650M ,Class 4 
21/06/2017,7,Happy Valley, 1200M ,Class 3 
21/06/2017,8,Happy Valley, 1650M ,Class 3 
25/06/2017,1,Sha Tin, 1400M ,Class 5 
25/06/2017,2,Sha Tin, 1000M ,Class 4 
25/06/2017,4,Sha Tin, 1200M ,Class 3 
25/06/2017,5,Sha Tin, 1200M ,Class 4 
25/06/2017,6,Sha Tin, 1400M ,Class 4 
25/06/2017,8,Sha Tin, 1600M ,Class 3 
25/06/2017,9,Sha Tin, 1200M ,Class 2 
25/06/2017,10,Sha Tin, 1400M ,Class 3 
28/06/2017,1,Happy Valley, 2200M ,Class 5 
28/06/2017,2,Happy Valley, 1650M ,Class 4 
28/06/2017,3,Happy Valley, 1650M ,Class 4 
28/06/2017,4,Happy Valley, 1200M ,Class 4 
28/06/2017,5,Happy Valley, 1200M ,Class 3 
28/06/2017,6,Happy Valley, 1650M ,Class 3 
28/06/2017,7,Happy Valley, 1650M ,Class 2 
28/06/2017,8,Happy Valley, 1200M ,Class 3 
01/07/2017,1,Sha Tin, 1200M ,Class 4 
01/07/2017,2,Sha Tin, 1200M ,Class 5 
01/07/2017,3,Sha Tin, 1650M ,Class 5 
01/07/2017,4,Sha Tin, 2000M ,Class 3 
01/07/2017,5,Sha Tin, 1200M ,Class 4 
01/07/2017,6,Sha Tin, 1800M ,Class 4 
01/07/2017,7,Sha Tin, 1400M ,Class 2 
01/07/2017,8,Sha Tin, 1650M ,Class 3 
01/07/2017,9,Sha Tin, 1400M ,Class 3 
01/07/2017,10,Sha Tin, 1200M ,Class 3 
09/07/2017,2,Sha Tin, 1400M ,Class 5 
09/07/2017,3,Sha Tin, 1400M ,Class 4 
09/07/2017,4,Sha Tin, 1200M ,Class 4 
09/07/2017,5,Sha Tin, 1000M ,Class 4 
09/07/2017,6,Sha Tin, 1200M ,Class 3 
09/07/2017,7,Sha Tin, 1600M ,Class 4 
09/07/2017,8,Sha Tin, 1200M ,Class 3 
09/07/2017,9,Sha Tin, 2000M ,Class 2 
09/07/2017,10,Sha Tin, 1400M ,Class 3 
12/07/2017,1,Happy Valley, 1000M ,Class 4 
12/07/2017,2,Happy Valley, 1650M ,Class 5 
12/07/2017,3,Happy Valley, 1650M ,Class 4 
12/07/2017,4,Happy Valley, 1200M ,Class 4 
12/07/2017,5,Happy Valley, 1000M ,Class 3 
12/07/2017,6,Happy Valley, 1200M ,Class 3 
12/07/2017,7,Happy Valley, 1800M ,Class 3 
12/07/2017,8,Happy Valley, 1200M ,Class 2 
16/07/2017,1,Sha Tin, 1200M ,Class 5 
16/07/2017,2,Sha Tin, 1800M ,Class 5 
16/07/2017,3,Sha Tin, 1200M ,Class 4 
16/07/2017,4,Sha Tin, 1400M ,Class 4 
16/07/2017,5,Sha Tin, 1800M ,Class 4 
16/07/2017,6,Sha Tin, 1400M ,Class 4 
16/07/2017,7,Sha Tin, 1600M ,Class 3 
16/07/2017,8,Sha Tin, 1600M ,Class 1 
16/07/2017,9,Sha Tin, 1400M ,Class 3 
16/07/2017,10,Sha Tin, 1200M ,Class 3 
16/07/2017,11,Sha Tin, 1400M ,Class 2 
03/09/2017,1,Sha Tin, 1000M ,Class 4 
03/09/2017,2,Sha Tin, 1600M ,Class 5 
03/09/2017,3,Sha Tin, 1200M ,Class 1 
03/09/2017,4,Sha Tin, 1200M ,Class 4 
03/09/2017,5,Sha Tin, 1200M ,Class 5 
03/09/2017,6,Sha Tin, 1400M ,Class 4 
03/09/2017,7,Sha Tin, 1000M ,Class 3 
03/09/2017,8,Sha Tin, 1400M ,Class 2 
03/09/2017,9,Sha Tin, 1200M ,Class 3 
